,avg_temp,avg_humidity,avg_dewpoint,avg_barometer,avg_windspeed,avg_gustspeed,avg_direction,month_rainfall,year_rainfall,max_rain_per_minute,max_temp,min_temp,max_humidity,min_humidity,max_pressure,min_pressure,max_windspeed,max_gustspeed,max_heat_index
2015-06-21,67.4,40,34.7,29.6,5.1,8.0,280,1.03,7.88,0.00,86.1,44.3,85,10,29.786,29.467,21.9,31.1,82.7
2015-06-22,64.5,41,38.7,29.7,4.0,6.8,82,1.03,7.88,0.00,77.6,54.7,73,14,29.889,29.491,13.8,19.6,77.5
2015-06-23,65.5,55,44.1,29.8,3.3,5.2,330,1.03,7.88,0.00,85.5,43.3,92,12,29.950,29.613,17.3,26.5,82.2
2015-06-24,62.4,54,43.3,29.8,2.3,3.9,345,1.04,7.89,0.01,81.6,48.6,79,16,29.920,29.617,13.8,20.7,79.5
2015-06-25,68.7,42,43.1,29.7,4.9,7.8,33,1.04,7.89,0.00,78.8,50.4,80,22,29.818,29.594,17.3,25.3,78.8
2015-06-26,62.4,70,52.1,29.9,2.8,5.0,91,1.06,7.91,0.01,70.9,53.5,91,49,29.965,29.739,13.8,19.6,77.1
2015-06-27,62.8,57,44.6,29.9,2.0,3.7,127,1.06,7.91,0.00,79.4,42.6,92,23,30.063,29.807,12.7,19.6,78.7
2015-06-28,60.8,63,45.8,29.9,2.0,3.3,79,1.21,8.06,0.03,80.9,45.4,89,20,30.043,29.772,15.0,21.9,79.4
2015-06-29,63.4,58,46.5,29.9,2.2,4.0,108,1.21,8.06,0.00,76.5,46.2,90,33,30.027,29.789,10.4,18.4,77.8
2015-06-30,63.4,59,45.6,29.8,2.3,3.9,315,1.30,8.15,0.01,84.9,45.5,89,16,29.910,29.638,19.6,32.2,81.9
2015-07-01,62.5,69,51.2,29.8,2.6,4.2,38,0.17,8.32,0.12,77.2,51.4,88,34,29.935,29.681,21.9,33.4,78.3
2015-07-02,59.5,75,50.7,29.8,3.0,5.0,81,0.69,8.84,0.10,72.5,49.2,93,46,29.956,29.697,32.2,42.6,77.4
2015-07-03,60.0,74,50.8,29.8,1.6,3.0,82,0.73,8.88,0.01,72.8,45.2,94,45,30.025,29.706,10.4,17.3,77.1
2015-07-04,64.2,60,46.6,29.7,2.8,4.8,357,0.89,9.04,0.03,83.0,46.7,92,19,29.855,29.569,28.8,36.8,80.7
2015-07-05,61.6,71,50.0,29.7,3.4,5.1,318,1.27,9.42,0.02,79.3,48.3,92,28,29.861,29.575,13.8,20.7,78.9
2015-07-06,54.6,91,51.9,29.9,2.3,4.1,84,1.54,9.69,0.01,56.9,52.0,93,84,30.025,29.615,8.1,11.5,56.9
2015-07-07,54.0,88,50.3,29.9,1.5,2.8,77,1.96,10.11,0.02,59.3,50.4,93,72,29.995,29.790,11.5,13.8,59.3
2015-07-08,52.0,89,48.8,29.8,1.3,2.4,104,2.30,10.45,0.01,59.3,48.3,95,70,29.871,29.737,11.5,17.3,59.3
2015-07-09,55.7,77,47.7,29.8,1.8,3.1,102,2.32,10.47,0.01,69.3,46.7,95,38,29.896,29.721,12.7,19.6,77.5
2015-07-10,61.5,50,40.0,29.7,5.4,8.6,305,2.38,10.53,0.01,73.2,47.9,91,22,29.801,29.653,19.6,29.9,76.7
2015-07-11,63.5,45,39.0,29.8,4.0,6.9,269,2.38,10.53,0.00,76.8,46.4,81,4,29.923,29.745,20.7,32.2,77.5
2015-07-12,66.4,40,38.4,29.8,5.3,8.2,264,2.38,10.53,0.00,81.1,49.6,73,15,29.867,29.657,20.7,29.9,79.2
2015-07-13,65.3,49,44.6,29.7,4.2,7.1,285,2.47,10.62,0.01,77.7,53.8,88,27,29.808,29.606,12.7,19.6,78.2
2015-07-14,60.6,63,46.6,29.7,2.5,4.2,347,2.92,11.07,0.03,76.1,50.8,91,33,29.882,29.620,12.7,18.4,77.7
2015-07-15,61.1,57,43.4,29.8,4.6,7.3,22,2.93,11.08,0.01,74.2,22.6,95,28,29.859,29.641,16.1,26.5,77.5
2015-07-16,63.9,39,38.1,29.7,5.4,8.6,271,2.93,11.08,0.00,74.9,50.5,64,27,29.770,29.627,17.3,25.3,77.2
2015-07-17,67.6,33,35.4,29.6,5.9,9.2,270,2.93,11.08,0.00,78.3,53.2,61,16,29.720,29.434,27.6,36.8,77.5
2015-07-18,58.8,58,42.9,29.8,2.8,4.8,263,2.93,11.08,0.00,76.3,44.5,85,26,29.925,29.615,19.6,28.8,77.6
2015-07-19,59.1,59,43.6,29.9,3.3,5.2,260,2.93,11.08,0.00,70.8,44.2,89,38,29.985,29.766,13.8,18.4,77.5
2015-07-20,59.1,54,40.5,29.9,1.9,3.5,122,2.93,11.08,0.00,73.2,41.1,88,27,30.034,29.733,10.4,16.1,77.3
2015-07-21,59.4,69,48.4,29.7,2.9,4.7,27,3.08,11.23,0.02,68.4,51.1,90,40,29.763,29.652,12.7,19.6,77.5
2015-07-22,63.3,51,42.7,29.7,4.4,7.0,280,3.08,11.23,0.00,78.1,48.8,88,24,29.736,29.555,18.4,26.5,78.3
2015-07-23,65.6,43,37.4,29.7,4.7,6.9,269,3.08,11.23,0.00,80.6,42.6,87,16,29.819,29.589,19.6,27.6,78.9
2015-07-24,64.9,40,38.7,29.8,2.6,4.3,316,3.08,11.23,0.00,78.5,47.0,68,20,30.031,29.679,9.2,16.1,78.1
2015-07-25,71.0,32,39.0,29.7,4.3,6.7,283,3.08,11.23,0.00,80.9,62.7,41,16,29.734,29.529,13.8,19.6,79.4
2015-07-26,70.2,34,36.2,29.6,2.9,4.2,281,3.08,11.23,0.00,82.0,45.1,77,9,29.861,29.420,15.0,20.7,79.7
2015-07-27,74.7,28,37.2,29.4,5.7,8.4,274,3.08,11.23,0.00,83.6,47.4,84,16,29.838,29.226,21.9,32.2,80.9
2015-07-28,67.7,26,31.0,29.6,5.9,8.7,254,3.08,11.23,0.00,79.4,57.3,40,15,29.884,29.310,18.4,26.5,78.3
2015-07-29,61.1,49,40.3,29.9,2.5,4.3,72,3.08,11.23,0.00,75.8,41.1,77,28,30.067,29.831,13.8,19.6,77.5
2015-07-30,64.6,44,37.5,30.0,2.4,4.1,51,3.08,11.23,0.00,82.0,42.8,83,11,30.099,29.720,12.7,19.6,79.7
2015-07-31,67.9,43,42.8,29.8,2.1,3.7,101,3.08,11.23,0.00,78.5,46.8,83,27,30.033,29.670,13.8,19.6,78.5
2015-08-01,65.9,47,41.0,29.8,2.0,3.4,95,0.00,11.24,0.00,85.7,45.7,86,13,29.903,29.483,12.7,18.4,82.5
2015-08-02,67.7,43,42.9,29.6,2.5,3.9,47,0.03,11.27,0.01,78.8,46.6,80,21,29.795,29.416,20.7,28.8,78.2
2015-08-03,62.4,51,41.3,29.7,2.3,3.9,199,0.05,11.29,0.01,75.3,50.8,85,22,29.886,29.667,20.7,27.6,77.4
2015-08-04,62.5,47,38.3,29.7,4.9,8.3,283,0.05,11.29,0.00,78.5,46.1,92,20,29.855,29.645,20.7,34.5,77.8
2015-08-05,64.9,41,35.8,29.7,2.9,4.8,273,0.05,11.29,0.00,85.5,41.5,77,14,29.908,29.570,17.3,25.3,82.3
2015-08-06,67.4,26,27.6,29.7,4.5,7.6,301,0.05,11.29,0.00,82.8,51.7,55,8,29.760,29.520,20.7,31.1,80.2
2015-08-07,64.2,33,32.7,29.7,3.0,5.1,331,0.05,11.29,0.00,80.1,45.8,53,16,29.788,29.523,16.1,21.9,78.5
2015-08-08,64.4,39,36.7,29.7,4.4,6.9,258,0.05,11.29,0.00,79.4,48.0,72,18,29.747,29.556,16.1,21.9,78.1
2015-08-09,64.1,39,35.1,29.8,3.4,5.7,280,0.05,11.29,0.00,79.9,44.8,73,16,29.870,29.730,16.1,24.2,78.4
2015-08-10,61.0,53,41.3,29.9,2.2,4.1,97,0.05,11.29,0.00,78.0,42.6,80,20,29.995,29.817,15.0,20.7,77.5
2015-08-11,61.1,65,48.3,29.9,1.7,3.1,9,0.20,11.44,0.01,79.7,48.8,85,30,30.051,29.814,13.8,19.6,79.3
2015-08-12,67.1,48,44.3,29.9,4.3,7.0,270,0.20,11.44,0.00,84.5,49.6,84,24,30.048,29.773,17.3,26.5,82.0
2015-08-13,64.3,56,46.6,29.9,3.0,5.1,289,0.67,11.91,0.08,80.7,51.7,83,23,30.006,29.809,16.1,24.2,79.4
2015-08-14,65.0,58,46.8,29.9,1.7,3.3,165,0.67,11.91,0.00,82.2,46.8,91,24,30.093,29.785,11.5,16.1,80.5
2015-08-15,69.4,47,44.2,29.8,3.6,5.9,268,0.70,11.94,0.01,88.8,51.0,84,16,29.849,29.661,20.7,40.3,85.5
2015-08-16,62.0,69,50.7,29.8,3.2,5.1,242,0.75,11.99,0.01,76.5,49.5,93,30,29.892,29.684,13.8,19.6,77.8
2015-08-17,59.5,74,50.6,29.7,2.8,4.8,82,0.93,12.17,0.02,74.4,46.0,91,32,29.860,29.500,13.8,19.6,77.5
2015-08-18,52.5,66,39.7,29.7,3.5,6.0,77,0.96,12.20,0.01,69.6,41.1,90,21,29.902,29.594,13.8,19.6,77.2
2015-08-19,48.9,72,39.3,29.9,2.2,4.2,101,1.03,12.27,0.01,60.9,34.6,94,48,30.078,29.794,10.4,13.8,60.9
2015-08-20,58.1,48,32.6,29.8,2.7,4.9,353,1.03,12.27,0.00,79.6,37.9,90,14,29.866,29.662,13.8,27.6,78.2
2015-08-21,62.0,36,28.6,29.6,4.0,6.6,296,1.03,12.27,0.00,84.5,36.8,77,10,29.777,29.467,16.1,27.6,81.5
2015-08-22,64.2,37,35.4,29.6,4.1,7.0,305,1.03,12.27,0.00,82.0,47.4,67,12,29.895,29.415,18.4,26.5,79.7
2015-08-23,53.8,56,36.2,30.0,2.2,3.9,52,1.03,12.27,0.00,71.5,35.9,89,24,30.123,29.895,12.7,18.4,77.2
2015-08-24,61.5,41,32.0,29.9,2.5,4.5,344,1.03,12.27,0.00,85.9,38.3,77,10,30.092,29.838,15.0,20.7,82.6
2015-08-25,65.0,37,33.0,29.9,2.0,3.6,120,1.03,12.27,0.00,87.9,41.6,73,10,30.027,29.777,11.5,18.4,84.2
2015-08-26,64.1,41,37.5,29.8,2.5,4.2,304,1.10,12.34,0.02,84.3,46.8,66,15,29.949,29.633,15.0,19.6,81.4
2015-08-27,65.4,48,44.8,29.7,4.6,7.5,260,1.10,12.34,0.00,74.4,54.7,74,34,29.822,29.622,17.3,19.6,77.5
2015-08-28,62.1,47,40.6,29.9,2.7,4.9,316,1.12,12.36,0.01,72.5,48.6,72,26,29.968,29.791,10.4,18.4,77.4
2015-08-29,61.2,49,37.5,29.9,1.7,3.2,84,1.12,12.36,0.00,80.1,40.6,88,17,30.085,29.741,12.7,19.6,78.7
2015-08-30,66.5,37,34.7,29.7,3.8,6.2,267,1.12,12.36,0.00,86.3,42.5,76,13,29.880,29.481,17.3,26.5,82.9
2015-08-31,65.6,42,40.7,29.6,6.6,10.3,266,1.12,12.36,0.00,77.0,50.4,77,22,29.814,29.474,17.3,27.6,77.4
2015-09-01,62.6,41,35.7,29.8,3.6,5.8,265,0.00,12.36,0.00,81.8,46.1,80,15,29.836,29.684,17.3,20.7,79.6
2015-09-02,69.8,29,35.0,29.6,6.5,10.1,259,0.00,12.36,0.00,83.4,54.0,45,16,29.777,29.531,17.3,26.5,80.8
2015-09-03,59.8,54,42.0,29.6,2.7,4.8,281,0.07,12.43,0.01,75.4,48.2,87,25,29.815,29.544,13.8,19.6,77.4
2015-09-04,60.9,41,35.1,29.7,4.3,7.1,254,0.07,12.43,0.00,77.9,22.4,72,18,29.784,29.606,18.4,24.2,77.4
2015-09-05,68.0,30,34.7,29.6,7.3,11.3,267,0.07,12.43,0.00,75.3,60.4,45,21,29.701,29.519,20.7,28.8,77.2
2015-09-06,64.8,32,32.7,29.7,4.8,7.6,251,0.07,12.43,0.00,76.7,53.8,53,15,29.813,29.593,16.1,25.3,77.0
2015-09-07,57.0,50,37.9,29.8,4.2,6.6,248,0.08,12.44,0.01,68.6,44.8,75,30,29.924,29.641,17.3,26.5,76.9
2015-09-08,57.7,38,24.1,29.9,3.4,6.0,319,0.08,12.44,0.00,77.6,38.8,85,8,29.957,29.805,15.0,24.2,76.5
2015-09-09,60.2,22,17.9,29.8,4.1,6.8,296,0.08,12.44,0.00,81.8,37.2,49,9,29.947,29.680,16.1,26.5,79.4
2015-09-10,57.5,30,21.9,29.9,2.8,4.9,309,0.08,12.44,0.00,80.3,34.9,63,9,29.984,29.790,13.8,20.7,78.3
2015-09-11,53.3,60,38.1,30.0,1.7,3.2,66,0.08,12.44,0.00,69.8,35.2,87,31,30.175,29.911,12.7,19.6,77.3
2015-09-12,57.4,49,33.3,29.9,2.0,3.7,84,0.08,12.44,0.00,80.6,35.8,89,12,30.107,29.738,12.7,19.6,78.8
2015-09-13,58.2,32,20.5,29.7,3.2,5.3,285,0.08,12.44,0.00,81.8,35.2,73,7,29.892,29.579,17.3,25.3,79.5
2015-09-14,59.6,29,25.5,29.6,3.4,5.8,286,0.08,12.44,0.00,75.1,39.5,54,13,29.759,29.456,20.7,34.5,75.6
2015-09-15,62.9,38,36.7,29.5,8.9,14.0,256,0.08,12.44,0.00,70.9,54.8,62,25,29.663,29.390,25.3,41.4,76.5
2015-09-16,62.7,39,35.6,29.6,7.4,11.3,265,0.09,12.45,0.01,71.8,47.7,80,20,29.708,29.499,23.0,28.8,76.3
2015-09-17,58.4,45,36.2,29.6,4.4,7.3,279,0.09,12.45,0.00,65.8,44.3,73,29,29.794,29.502,18.4,27.6,65.8
2015-09-18,51.6,50,29.9,29.9,3.3,6.1,334,0.12,12.48,0.01,69.6,38.0,87,15,29.997,29.761,15.0,26.5,73.7
2015-09-19,51.4,45,24.5,29.9,2.9,5.0,310,0.12,12.48,0.00,74.7,28.1,88,12,30.091,29.788,17.3,21.9,75.0
2015-09-20,56.6,26,18.0,29.8,4.7,7.3,294,0.12,12.48,0.00,79.0,35.6,57,9,29.926,29.736,18.4,25.3,77.4
2015-09-21,61.6,21,19.2,29.7,4.3,7.0,292,0.12,12.48,0.00,80.3,38.9,41,10,29.870,29.573,16.1,21.9,78.4
2015-09-22,54.8,44,31.7,29.8,1.6,3.1,63,0.12,12.48,0.00,74.2,37.3,75,16,29.982,29.712,9.2,13.8,77.2
2015-09-23,57.7,55,37.7,29.8,2.6,4.3,42,0.12,12.48,0.00,81.2,39.9,89,12,29.916,29.663,19.6,29.9,79.1
2015-09-24,55.8,45,30.4,30.0,1.9,3.6,80,0.12,12.48,0.00,77.7,34.6,79,18,30.203,29.839,13.8,19.6,77.2
2015-09-25,55.9,45,31.7,30.1,1.9,3.6,116,0.12,12.48,0.00,75.7,35.3,79,20,30.252,29.949,12.7,18.4,76.4
2015-09-26,57.4,41,27.3,29.9,1.9,3.3,168,0.12,12.48,0.00,81.8,34.4,83,11,30.129,29.720,13.8,19.6,79.5
2015-09-27,58.6,36,28.7,29.8,1.7,3.1,116,0.12,12.48,0.00,80.7,37.5,65,14,29.961,29.628,15.0,20.7,78.8
2015-09-28,54.1,53,35.2,29.8,2.2,3.6,3,0.12,12.48,0.00,75.4,40.6,78,18,29.970,29.645,17.3,24.2,76.9
2015-09-29,55.0,72,45.2,29.9,1.8,3.4,108,0.21,12.57,0.02,69.7,45.2,92,32,29.965,29.788,11.5,17.3,77.5
2015-09-30,54.1,62,38.6,29.9,1.8,3.1,287,0.21,12.57,0.00,68.8,43.5,93,23,30.024,29.828,11.5,19.6,75.4
2015-10-01,54.3,57,37.4,29.9,1.8,3.0,351,0.00,12.57,0.00,73.9,41.9,80,24,30.046,29.816,16.1,20.7,77.0
2015-10-02,50.3,76,42.5,29.7,3.0,4.9,66,0.02,12.59,0.01,68.4,40.9,92,39,29.883,29.562,13.8,18.4,77.4
2015-10-03,47.8,75,38.8,29.7,3.6,5.7,54,0.07,12.64,0.02,65.5,38.9,91,18,29.784,29.503,15.0,21.9,65.5
2015-10-04,46.5,85,42.0,29.8,2.2,3.9,80,0.12,12.69,0.02,56.3,42.2,94,55,29.921,29.562,12.7,16.1,56.3
2015-10-05,51.5,60,34.5,29.9,2.2,3.9,86,0.12,12.69,0.00,68.4,33.2,92,22,30.050,29.768,12.7,17.3,74.9
2015-10-06,46.9,77,39.8,30.0,1.2,2.2,63,0.30,12.87,0.01,61.5,36.2,92,49,30.121,29.842,10.4,16.1,61.5
2015-10-07,48.3,71,37.6,30.0,1.0,2.0,155,0.30,12.87,0.00,67.4,32.5,95,28,30.176,29.902,10.4,13.8,67.4
2015-10-08,48.8,66,35.3,30.1,1.9,3.5,87,0.31,12.88,0.01,69.1,32.2,93,21,30.278,29.996,11.5,17.3,76.3
2015-10-09,51.9,61,37.1,30.1,2.2,3.9,28,0.31,12.88,0.00,65.2,35.9,93,30,30.319,29.919,10.4,19.6,65.2
2015-10-10,65.8,22,25.3,29.8,7.6,11.6,305,0.31,12.88,0.00,77.2,56.6,30,13,30.015,29.607,16.1,21.9,76.6
2015-10-11,65.0,23,26.1,29.6,10.9,17.5,332,0.31,12.88,0.00,74.2,59.6,35,14,29.706,29.473,25.3,41.4,75.8
2015-10-12,61.8,15,12.3,29.8,7.2,11.4,311,0.31,12.88,0.00,75.4,53.6,23,8,29.903,29.672,19.6,32.2,74.9
2015-10-13,63.1,16,15.0,29.8,6.2,9.9,332,0.31,12.88,0.00,78.0,53.1,22,9,29.931,29.728,16.1,26.5,76.6
2015-10-14,61.7,18,16.6,29.8,7.3,11.4,345,0.31,12.88,0.00,76.3,41.3,36,9,29.966,29.681,18.4,29.9,75.4
2015-10-15,46.6,45,25.6,30.1,2.0,3.9,95,0.31,12.88,0.00,60.4,34.3,65,31,30.312,29.917,10.4,17.3,60.4
2015-10-16,47.1,50,25.9,30.2,1.9,3.2,52,0.31,12.88,0.00,72.3,26.7,89,15,30.371,29.925,15.0,19.6,74.4
2015-10-17,48.4,44,23.6,30.1,1.4,2.8,72,0.31,12.88,0.00,69.8,28.8,78,14,30.280,29.866,9.2,16.1,73.8
2015-10-18,52.2,46,30.8,29.9,4.1,6.5,356,0.31,12.88,0.00,66.5,37.5,67,28,29.991,29.769,16.1,24.2,66.5
2015-10-19,46.7,60,32.6,29.8,3.3,5.2,342,0.31,12.88,0.00,62.1,35.3,81,34,29.918,29.783,16.1,24.2,62.1
2015-10-20,49.5,50,29.9,29.9,3.2,5.3,309,0.33,12.90,0.01,64.0,33.5,83,22,29.940,29.761,12.7,19.6,64.0
2015-10-21,40.4,88,37.0,30.1,0.9,2.1,126,0.74,13.31,0.01,44.1,38.5,91,83,30.194,29.897,5.8,10.4,44.1
2015-10-22,36.2,89,33.3,29.9,0.3,0.7,189,1.25,13.82,0.02,38.9,33.1,92,86,30.096,29.799,4.6,5.8,38.9
2015-10-23,42.5,61,28.8,29.9,3.3,5.7,316,1.31,13.88,0.01,52.6,30.0,93,32,30.138,29.787,11.5,19.6,52.6
2015-10-24,41.3,52,22.6,30.1,4.9,7.4,276,1.31,13.88,0.00,56.3,26.1,89,23,30.214,30.019,17.3,26.5,56.3
2015-10-25,46.1,45,22.4,30.1,3.7,5.8,288,1.31,13.88,0.00,63.1,26.4,85,15,30.191,29.937,13.8,25.3,63.1
2015-10-26,46.2,53,29.0,29.9,4.8,7.3,267,1.31,13.88,0.00,56.5,36.6,71,31,29.937,29.746,17.3,21.9,56.5
2015-10-27,39.4,56,24.6,29.8,6.8,10.4,254,1.33,13.90,0.01,45.7,33.7,85,38,29.993,29.737,18.4,27.6,45.7
2015-10-28,43.9,26,9.1,29.8,9.5,13.7,270,1.33,13.90,0.00,59.2,35.3,47,9,29.983,29.664,20.7,28.8,59.2
2015-10-29,37.9,52,20.3,29.8,1.9,3.1,64,1.33,13.90,0.00,53.5,28.1,76,24,29.874,29.689,10.4,13.8,53.5
2015-10-30,37.1,69,26.9,29.8,3.1,4.7,315,1.37,13.93,0.01,48.1,28.7,90,28,29.917,29.647,25.3,36.8,48.1
2015-10-31,44.9,42,23.3,29.8,12.0,17.6,267,1.37,13.93,0.00,51.3,37.3,52,34,29.910,29.660,25.3,34.5,51.3
2015-11-01,51.5,31,21.3,29.8,10.0,14.6,283,0.00,13.94,0.00,61.8,46.0,44,19,29.887,29.639,24.2,36.8,61.8
2015-11-02,50.2,33,19.8,29.6,7.6,10.8,287,0.00,13.94,0.00,64.7,27.8,72,15,29.713,29.480,19.6,29.9,64.7
2015-11-03,45.7,32,13.0,29.6,3.1,5.3,292,0.00,13.94,0.00,64.0,25.4,77,11,29.793,29.414,16.1,26.5,64.0
2015-11-04,35.2,69,25.4,29.7,1.9,3.3,49,0.14,14.08,0.01,49.2,25.4,90,40,29.831,29.565,12.7,18.4,49.2
2015-11-05,32.1,62,18.7,29.9,6.1,9.7,287,0.17,14.11,0.01,40.8,28.1,90,32,30.100,29.655,19.6,34.5,40.8
2015-11-06,30.5,44,10.7,30.2,6.3,9.5,268,0.17,14.11,0.00,39.2,23.9,69,27,30.392,29.970,19.6,28.8,39.2
2015-11-07,30.6,43,7.9,30.4,1.5,2.8,64,0.17,14.11,0.00,51.9,13.3,71,11,30.589,30.154,12.7,18.4,51.9
2015-11-08,35.9,41,7.4,30.1,1.0,1.9,67,0.17,14.11,0.00,63.9,16.4,74,6,30.362,29.792,6.9,11.5,63.9
2015-11-09,39.2,30,7.0,29.9,5.4,7.9,290,0.17,14.11,0.00,55.1,25.4,55,11,30.075,29.752,21.9,31.1,55.1
2015-11-10,43.5,39,16.0,29.6,5.3,8.4,276,0.17,14.11,0.00,54.2,29.8,89,16,29.827,29.489,20.7,32.2,54.2
2015-11-11,29.0,60,15.6,29.9,10.4,14.4,287,0.27,14.21,0.01,33.1,26.3,91,32,30.137,29.503,32.2,42.6,33.1
2015-11-12,31.1,44,11.1,30.2,8.1,11.7,268,0.28,14.22,0.01,40.2,23.3,67,30,30.316,30.098,23.0,35.7,40.2
2015-11-13,39.4,29,9.3,30.1,9.0,12.8,266,0.28,14.22,0.00,51.2,30.3,51,20,30.264,29.981,21.9,32.2,51.2
2015-11-14,41.3,34,12.1,30.0,2.3,3.7,274,0.28,14.22,0.00,60.1,21.6,69,13,30.198,29.798,11.5,13.8,60.1
2015-11-15,41.1,23,2.3,29.7,6.7,10.0,284,0.28,14.22,0.00,52.6,19.9,70,9,29.970,29.409,21.9,28.8,52.6
2015-11-16,35.1,53,16.9,29.5,2.8,4.5,27,0.28,14.22,0.00,45.7,27.9,88,13,29.667,29.302,12.7,21.9,45.7
2015-11-17,31.0,50,13.0,29.7,10.4,15.2,288,0.35,14.29,0.01,39.8,24.2,84,24,29.809,29.608,31.1,47.2,39.8
2015-11-18,33.4,43,12.9,29.6,15.2,23.7,268,0.35,14.29,0.00,38.9,29.1,61,27,29.948,29.414,40.3,51.8,38.9
2015-11-19,36.0,40,13.6,29.9,13.9,20.3,281,0.35,14.29,0.00,39.9,29.5,54,28,30.023,29.803,32.2,42.6,39.9
2015-11-20,31.9,55,16.3,29.9,5.1,7.3,278,0.43,14.37,0.01,39.9,18.8,89,22,30.377,29.717,31.1,34.5,39.9
2015-11-21,28.3,28,5.4,30.2,11.4,15.7,273,0.43,14.37,0.00,35.5,10.0,78,13,30.456,29.720,27.6,35.7,35.5
2015-11-22,41.6,19,2.5,30.0,13.3,18.4,267,0.43,14.37,0.00,51.1,32.1,27,14,30.095,29.927,33.4,46.0,51.1
2015-11-23,44.7,17,0.7,29.9,7.3,10.8,278,0.43,14.37,0.00,52.9,35.9,28,10,30.000,29.723,17.3,24.2,52.9
2015-11-24,42.8,24,6.8,29.7,7.9,11.7,282,0.43,14.37,0.00,50.2,24.8,56,10,29.767,29.575,27.6,39.1,50.2
2015-11-25,29.3,59,14.9,29.8,2.9,5.0,72,0.43,14.37,0.00,46.0,18.9,87,24,30.107,29.590,11.5,17.3,46.0
2015-11-26,13.3,80,8.3,30.4,2.8,4.6,68,0.47,14.41,0.01,19.2,5.2,86,74,30.636,30.002,6.9,11.5,19.2
2015-11-27,10.2,74,3.5,30.6,1.8,3.0,74,0.55,14.49,0.01,23.0,4.3,80,59,30.762,30.416,10.4,12.7,23.0
2015-11-28,15.9,75,9.3,30.4,1.0,1.9,38,0.64,14.58,0.01,26.8,2.2,84,62,30.498,30.200,9.2,12.7,26.8
2015-11-29,18.4,75,11.3,30.2,1.7,2.5,36,0.67,14.61,0.01,32.1,8.1,84,37,30.308,30.001,16.1,19.6,32.1
2015-11-30,15.1,55,0.5,30.1,8.4,12.5,269,0.67,14.61,0.00,21.8,2.8,82,35,30.238,30.011,24.2,38.0,21.8
2015-12-01,23.7,35,0.1,30.1,15.6,21.8,254,0.00,14.61,0.00,31.0,16.2,43,23,30.227,30.014,31.1,42.6,31.0
2015-12-02,34.0,25,1.8,30.2,10.0,13.9,256,0.00,14.61,0.00,39.1,29.3,35,18,30.230,30.087,19.6,27.6,39.1
2015-12-03,32.7,42,10.2,30.2,6.8,9.7,269,0.00,14.61,0.00,43.5,14.9,77,25,30.310,30.086,20.7,29.9,43.5
2015-12-04,39.6,29,7.3,30.0,6.1,9.0,257,0.00,14.61,0.00,54.1,13.5,78,14,30.242,29.858,20.7,27.6,54.1
2015-12-05,33.0,36,8.6,30.2,6.6,10.3,287,0.00,14.61,0.00,42.5,18.3,47,24,30.562,29.874,17.3,25.3,42.5
2015-12-06,34.5,21,7.4,30.4,6.8,9.9,275,0.00,14.61,0.00,51.0,14.3,51,5,30.617,30.126,23.0,34.5,51.0
2015-12-07,43.8,21,5.8,29.9,15.1,22.6,280,0.00,14.61,0.00,49.8,37.0,39,14,30.114,29.651,34.5,47.2,49.8
2015-12-08,42.2,42,20.3,29.8,13.0,19.3,274,0.02,14.63,0.01,48.1,34.4,82,27,29.946,29.697,32.2,44.9,48.1
2015-12-09,47.4,28,15.2,29.7,15.8,22.8,253,0.02,14.63,0.00,55.9,41.6,43,17,29.847,29.474,34.5,44.9,55.9
2015-12-10,43.4,28,12.1,29.6,9.8,14.4,258,0.02,14.63,0.00,48.5,36.3,40,22,29.733,29.347,23.0,34.5,48.5
2015-12-11,32.7,70,23.3,29.6,3.3,5.4,209,0.08,14.69,0.01,44.8,25.8,88,26,29.809,29.345,17.3,31.1,44.8
2015-12-12,23.5,82,18.8,29.9,1.6,3.1,99,0.08,14.69,0.00,26.7,16.4,87,75,30.049,29.660,8.1,11.5,26.7
2015-12-13,22.4,69,12.8,29.9,1.7,2.9,317,0.18,14.79,0.01,47.0,4.1,86,33,30.128,29.503,13.8,21.9,47.0
2015-12-14,32.6,53,16.4,29.4,4.3,6.7,24,0.18,14.79,0.00,43.6,21.8,84,32,29.589,29.268,12.7,21.9,43.6
2015-12-15,18.3,71,10.2,29.7,4.4,7.1,292,0.18,14.79,0.00,21.9,14.3,86,45,29.915,29.326,21.9,29.9,21.9
2015-12-16,17.5,43,1.3,30.0,10.6,15.3,265,0.18,14.79,0.00,23.2,10.0,54,32,30.093,29.860,25.3,36.8,23.2
2015-12-17,17.2,36,5.7,30.1,10.8,16.3,280,0.18,14.79,0.00,22.7,13.3,61,25,30.210,29.952,27.6,44.9,22.7
2015-12-18,32.4,45,13.3,30.1,13.6,19.9,276,0.18,14.79,0.00,42.9,22.2,51,33,30.132,29.983,33.4,52.9,42.9
2015-12-19,44.2,25,10.4,29.8,10.3,15.6,313,0.18,14.79,0.00,51.1,29.7,50,18,30.080,29.604,23.0,34.5,51.1
2015-12-20,36.4,39,12.5,29.6,8.4,12.5,321,0.18,14.79,0.00,45.2,28.4,73,15,29.758,29.524,23.0,40.3,45.2
2015-12-21,30.8,47,12.6,29.7,12.3,17.7,306,0.18,14.79,0.00,35.3,27.2,72,32,29.909,29.554,27.6,41.4,35.3
